,contribution_receipt_amount,contributor_zip,party
42105,71.2,45426,DEM
42106,100.0,20015,DEM
42107,100.0,98368,DEM
42108,100.0,74061,DEM
42109,100.0,94706,DEM
42110,35.0,10025,DEM
42111,30.0,77401,DEM
42112,25.0,91030,DEM
42113,55.8,94523,DEM
42114,39.52,94960,DEM
42115,500.0,8232,DEM
42116,151.74,60515,DEM
42117,250.0,20817,DEM
42118,250.0,31411,DEM
42119,250.0,31411,DEM
42120,250.0,2145,DEM
42121,50.0,2145,DEM
42122,150.0,39170,DEM
42123,60.6,61046,DEM
42124,91.71,33409,DEM
42125,250.0,23851,DEM
42126,48.44,8085,DEM
42127,132.72,8085,DEM
42128,250.0,96816,DEM
42129,300.0,85022,DEM
42130,100.0,98101,DEM
42131,28.28,80303,DEM
42132,250.0,80908,DEM
42133,94.0,20020,DEM
42134,63.29,33556,DEM
42135,50.0,66213,DEM
42136,111.87,60615,DEM
42137,10.0,48103,DEM
42138,50.0,94930,DEM
42139,500.0,85253,DEM
42140,500.0,8853,DEM
42141,64.98,30265,DEM
42142,250.0,95472,DEM
42143,250.0,23518,DEM
42144,221.2,94118,DEM
42145,30.0,78676,DEM
42146,250.0,11545,DEM
42147,125.0,94804,DEM
42148,144.41,33196,DEM
42149,250.0,96816,DEM
42150,87.53,7017,DEM
42151,1000.0,20815,DEM
42152,500.0,60610,DEM
42153,250.0,2420,DEM
42154,41.83,94610,DEM
42155,40.56,90703,DEM
42156,250.0,97212,DEM
42157,250.0,10012,DEM
42158,30.0,32082,DEM
42159,250.0,33137,DEM
42160,500.0,80026,DEM
42161,250.0,7006,DEM
42162,15.0,60305,DEM
42163,52.55,85731,DEM
42164,200.0,85731,DEM
42165,200.0,85731,DEM
42166,170.58,20854,DEM
42167,50.0,76048,DEM
42168,85.07,20910,DEM
42169,24.58,30067,DEM
42170,46.22,90043,DEM
42171,50.0,20721,DEM
42172,50.0,96743,DEM
42173,150.0,65201,DEM
42174,150.0,87107,DEM
42175,50.0,60622,DEM
42176,100.72,80027,DEM
42177,1100.0,83014,DEM
42178,30.0,10028,DEM
42179,100.0,38801,DEM
42180,19.99,60901,DEM
42181,25.0,60035,DEM
42182,53.92,76248,DEM
42183,232.49,76248,DEM
42184,71.29,76248,DEM
42185,100.0,52402,DEM
42186,250.0,6883,DEM
42187,150.0,18974,DEM
42188,30.0,75230,DEM
42189,1300.0,10012,DEM
42190,500.0,63113,DEM
42191,71.52,20853,DEM
42192,300.0,92660,DEM
42193,29.33,94602,DEM
42194,32.8,46204,DEM
42195,500.0,34461,DEM
42196,500.0,34461,DEM
42197,107.05,53083,DEM
42198,62.65,22003,DEM
42199,77.0,22043,DEM
42200,35.0,22043,DEM
42201,25.6,90266,DEM
42202,500.0,71106,DEM
42203,320.0,11211,DEM
42204,930.0,11211,DEM
42205,64.06,30307,DEM
42206,2300.0,95606,DEM
42207,28.0,90066,DEM
42208,200.0,30269,DEM
42209,30.0,44278,DEM
42210,500.0,78735,DEM
42211,28.76,77340,DEM
42212,250.0,98006,DEM
42213,1050.0,94305,DEM
42214,700.0,10031,DEM
42215,187.69,63368,DEM
42216,30.0,20910,DEM
42217,113.86,71901,DEM
42218,100.0,85296,DEM
42219,66.85,10039,DEM
42220,150.0,10039,DEM
42221,200.0,15090,DEM
42222,150.0,68136,DEM
42223,38.6,30306,DEM
42224,50.0,48104,DEM
42225,44.56,98520,DEM
42226,40.61,11427,DEM
42227,50.0,10509,DEM
42228,30.0,98005,DEM
42229,250.0,63105,DEM
42230,100.0,10011,DEM
42231,30.0,1720,DEM
42232,10.0,37138,DEM
42233,100.0,95003,DEM
42234,600.0,98109,DEM
42235,27.17,22442,DEM
42236,100.0,22442,DEM
42237,250.0,19010,DEM
42238,28.04,90210,DEM
42239,50.0,10012,DEM
42240,500.0,10560,DEM
42241,250.0,69361,DEM
42242,500.0,21043,DEM
42243,30.0,23225,DEM
42244,250.0,23225,DEM
42245,250.0,33140,DEM
42246,11.05,60118,DEM
42247,250.0,10017,DEM
42248,118.72,10003,DEM
42249,300.0,10583,DEM
42250,125.55,12586,DEM
42251,250.0,11201,DEM
42252,154.78,98144,DEM
42253,30.0,99999,DEM
42254,76.81,53711,DEM
42255,250.0,90007,DEM
42256,30.0,46307,DEM
42257,250.0,46307,DEM
42258,250.0,55043,DEM
42259,68.78,11201,DEM
42260,250.0,94904,DEM
42261,100.0,75007,DEM
42262,250.0,75007,DEM
42263,100.0,75007,DEM
42264,25.0,8520,DEM
42265,88.27,2472,DEM
42266,250.0,30307,DEM
42267,30.0,5250,DEM
42268,250.0,87106,DEM
42269,232.07,48235,DEM
42270,90.09,15136,DEM
42271,100.0,95054,DEM
42272,130.58,93551,DEM
42273,500.0,90048,DEM
42274,134.69,60607,DEM
42275,200.0,11238,DEM
42276,50.0,91423,DEM
42277,200.0,87505,DEM
42278,100.0,60302,DEM
42279,41.49,60565,DEM
42280,75.0,11360,DEM
42281,250.0,39301,DEM
42282,13.3,29414,DEM
42283,200.0,46220,DEM
42284,500.0,32563,DEM
42285,64.44,92116,DEM
42286,1300.0,98401,DEM
42287,26.1,4217,DEM
42288,50.0,14617,DEM
42289,37.95,80521,DEM
42290,37.95,19083,DEM
42291,51.58,19063,DEM
42292,37.12,60618,DEM
42293,250.0,10704,DEM
42294,63.02,20716,DEM
42295,250.0,10003,DEM
42296,43.69,30122,DEM
42297,49.67,6010,DEM
42298,250.0,30066,DEM
42299,250.0,30126,DEM
42300,30.0,60614,DEM
42301,88.85,8057,DEM
42302,51.98,8057,DEM
42303,91.75,8057,DEM
42304,79.5,8057,DEM
42305,250.0,92656,DEM
42306,47.02,92656,DEM
42307,282.05,97701,DEM
42308,64.95,33594,DEM
42309,100.0,33149,DEM
42310,50.0,98007,DEM
42311,100.0,99999,DEM
42312,69.23,32218,DEM
42313,68.92,30306,DEM
42314,250.0,10011,DEM
42315,51.23,37209,DEM
42316,30.0,20816,DEM
42317,300.0,20904,DEM
42318,1550.0,60646,DEM
42319,500.0,10025,DEM
42320,250.0,94117,DEM
42321,38.68,87106,DEM
42322,41.8,22401,DEM
42323,1000.0,94025,DEM
42324,14.32,85044,DEM
42325,78.69,85747,DEM
42326,2300.0,6001,DEM
42327,200.0,22304,DEM
42328,30.0,22046,DEM
42329,500.0,11429,DEM
42330,250.0,41017,DEM
42331,250.0,62089,DEM
42332,250.0,10030,DEM
42333,150.0,80302,DEM
42334,1000.0,75001,DEM
42335,75.0,60305,DEM
42336,214.57,89005,DEM
42337,1000.0,7458,DEM
42338,100.0,10019,DEM
42339,1300.0,78703,DEM
42340,500.0,20910,DEM
42341,250.0,14618,DEM
42342,100.0,14618,DEM
42343,250.0,99999,DEM
42344,250.0,10801,DEM
42345,200.0,20003,DEM
42346,22.8,77002,DEM
42347,50.0,78746,DEM
42348,1800.0,20912,DEM
42349,100.0,6853,DEM
42350,50.0,8558,DEM
42351,74.98,5450,DEM
42352,50.0,1060,DEM
42353,11.95,35806,DEM
42354,500.0,92014,DEM
42355,104.08,93725,DEM
42356,250.0,90077,DEM
42357,33.61,78731,DEM
42358,1000.0,94606,DEM
42359,150.28,20814,DEM
42360,31.6,20016,DEM
42361,111.73,10566,DEM
42362,59.93,10566,DEM
42363,350.0,99501,DEM
42364,100.0,90038,DEM
42365,85.8,90047,DEM
42366,200.0,11231,DEM
42367,500.0,19107,DEM
42368,250.0,45208,DEM
42369,160.84,11238,DEM
42370,250.0,28779,DEM
42371,30.0,30338,DEM
42372,51.98,20910,DEM
42373,36.0,10543,DEM
42374,38.4,60657,DEM
42375,50.56,30338,DEM
42376,50.0,7043,DEM
42377,48.84,6119,DEM
42378,250.0,10471,DEM
42379,250.0,20189,DEM
42380,250.0,20189,DEM
42381,150.0,90019,DEM
42382,20.0,53211,DEM
42383,4.95,93041,DEM
42384,250.0,2131,DEM
42385,25.0,32043,DEM
42386,250.0,98112,DEM
42387,500.0,87194,DEM
42388,50.0,98122,DEM
42389,300.0,80829,DEM
42390,100.0,23059,DEM
42391,250.0,60637,DEM
42392,106.62,11238,DEM
42393,20.35,91105,DEM
42394,150.0,7042,DEM
42395,150.0,7042,DEM
42396,100.0,60611,DEM
42397,28.11,68104,DEM
42398,109.39,57252,DEM
42399,29.19,21212,DEM
42400,250.0,98136,DEM
42401,300.0,30306,DEM
42402,158.49,92114,DEM
42403,100.0,48304,DEM
42404,100.0,1095,DEM
42405,28.68,11211,DEM
42406,250.0,10021,DEM
42407,125.0,20009,DEM
42408,50.0,33496,DEM
42409,72.47,2062,DEM
42410,250.0,94611,DEM
42411,250.0,21742,DEM
42412,500.0,98121,DEM
42413,25.0,20657,DEM
42414,26.95,80403,DEM
42415,885.16,10011,DEM
42416,250.0,18940,DEM
42417,54.49,20837,DEM
42418,800.0,49636,DEM
42419,46.76,27608,DEM
42420,10.91,77024,DEM
42421,100.0,20708,DEM
42422,25.0,43235,DEM
42423,23.64,10026,DEM
42424,107.83,10013,DEM
42425,52.3,14850,DEM
42426,143.91,43206,DEM
42427,30.0,60614,DEM
42428,250.0,2835,DEM
42429,85.84,60640,DEM
42430,300.0,29455,DEM
42431,50.0,17538,DEM
42432,250.0,33477,DEM
42433,1000.0,45409,DEM
42434,100.0,94109,DEM
42435,50.0,94109,DEM
42436,500.0,2124,DEM
42437,30.0,98105,DEM
42438,254.16,60008,DEM
42439,30.0,20904,DEM
42440,143.11,32608,DEM
42441,219.38,14621,DEM
42442,10.0,74114,DEM
42443,80.0,94306,DEM
42444,100.0,94022,DEM
42445,7.82,83402,DEM
42446,100.0,3768,DEM
42447,61.15,30038,DEM
42448,100.0,20191,DEM
42449,2000.0,92103,DEM
42450,32.05,61701,DEM
42451,100.0,17013,DEM
42452,145.62,99301,DEM
42453,100.0,84103,DEM
42454,1300.0,98122,DEM
42455,30.0,78628,DEM
42456,250.0,38614,DEM
42457,300.0,20012,DEM
42458,100.0,10034,DEM
42459,30.0,20715,DEM
42460,54.19,16509,DEM
42461,52.48,87106,DEM
42462,250.0,60302,DEM
42463,106.09,33305,DEM
42464,125.57,48302,DEM
42465,61.6,20817,DEM
42466,101.83,98902,DEM
42467,8.35,85048,DEM
42468,127.6,75201,DEM
42469,100.0,10128,DEM
42470,2300.0,80113,DEM
42471,100.0,44124,DEM
42472,38.2,88001,DEM
42473,2300.0,20016,DEM
42474,250.0,90077,DEM
42475,24.8,33138,DEM
42476,98.91,48843,DEM
42477,250.0,94611,DEM
42478,2000.0,90019,DEM
42479,250.0,90066,DEM
42480,5.0,3755,DEM
42481,2050.0,20008,DEM
42482,525.0,11201,DEM
42483,31.6,10025,DEM
42484,250.0,6877,DEM
42485,30.0,46530,DEM
42486,79.19,27613,DEM
42487,19.99,39202,DEM
42488,824.4,85016,DEM
42489,12.95,94705,DEM
42490,250.0,94609,DEM
42491,100.0,92808,DEM
42492,500.0,33138,DEM
42493,100.0,20715,DEM
42494,30.0,34711,DEM
42495,67.65,20170,DEM
42496,43.81,52240,DEM
42497,120.81,10457,DEM
42498,172.81,97219,DEM
42499,250.0,20016,DEM
42500,250.0,20016,DEM
42501,30.0,10014,DEM
42502,500.0,33480,DEM
42503,96.05,60178,DEM
42504,500.0,10025,DEM
42505,186.68,11207,DEM
42506,186.68,11207,DEM
42507,129.98,11207,DEM
42508,78.89,77089,DEM
42509,750.0,33444,DEM
42510,500.0,22407,DEM
42511,29.5,93001,DEM
42512,1915.68,2139,DEM
42513,384.32,2139,DEM
42514,800.0,6840,DEM
42515,250.0,94549,DEM
42516,26.68,28211,DEM
42517,4.75,28211,DEM
42518,500.0,11040,DEM
42519,233.28,22192,DEM
42520,100.0,22101,DEM
42521,50.0,96816,DEM
42522,22.85,60680,DEM
42523,30.0,77845,DEM
42524,52.01,74074,DEM
42525,29.61,74074,DEM
42526,250.0,22203,DEM
42527,23.1,33412,DEM
42528,500.0,7624,DEM
42529,333.33,7624,DEM
42530,100.0,79912,DEM
42531,64.95,59821,DEM
42532,300.0,22923,DEM
42533,252.83,60411,DEM
42534,250.0,49127,DEM
42535,500.0,20770,DEM
42536,100.0,6807,DEM
42537,87.54,70114,DEM
42538,100.0,61571,DEM
42539,43.55,60602,DEM
42540,30.0,94114,DEM
42541,150.0,85021,DEM
42542,250.0,66212,DEM
42543,750.0,85020,DEM
42544,250.0,22974,DEM
42545,2300.0,11201,DEM
42546,100.86,90303,DEM
42547,30.0,92110,DEM
42548,100.0,59601,DEM
42549,250.0,30308,DEM
42550,103.94,27539,DEM
42551,50.0,98034,DEM
42552,150.41,20001,DEM
42553,25.0,94526,DEM
42554,250.0,22207,DEM
42555,32.8,1746,DEM
42556,139.99,77083,DEM
42557,35.9,60091,DEM
42558,500.0,2770,DEM
42559,31.31,98226,DEM
42560,125.0,16735,DEM
42561,300.0,7003,DEM
42562,30.0,57108,DEM
42563,100.0,52233,DEM
42564,1737.55,10013,DEM
42565,57.49,94704,DEM
42566,98.04,77379,DEM
42567,250.0,8003,DEM
42568,250.0,60660,DEM
42569,119.48,37922,DEM
42570,30.0,2199,DEM
42571,2300.0,23220,DEM
42572,100.0,98136,DEM
42573,100.0,83702,DEM
42574,19.99,2116,DEM
42575,75.0,11787,DEM
42576,250.0,98119,DEM
42577,250.0,60202,DEM
42578,114.55,48111,DEM
42579,500.0,20002,DEM
42580,50.0,2458,DEM
42581,500.0,6355,DEM
42582,500.0,4066,DEM
42583,250.0,91105,DEM
42584,54.95,39759,DEM
42585,30.0,94117,DEM
42586,9.55,60450,DEM
42587,250.0,13488,DEM
42588,250.0,2445,DEM
42589,30.0,19096,DEM
42590,233.73,90265,DEM
42591,116.63,27603,DEM
42592,250.0,6511,DEM
42593,100.0,60625,DEM
42594,24.25,94510,DEM
42595,250.0,20009,DEM
42596,250.0,20815,DEM
42597,121.81,33626,DEM
42598,46.11,94501,DEM
42599,250.0,60304,DEM
42600,100.0,60035,DEM
42601,250.0,19119,DEM
42602,30.0,29205,DEM
42603,300.0,85750,DEM
42604,250.0,676,DEM
42605,25.0,10011,DEM
42606,136.44,90630,DEM
42607,50.0,20176,DEM
42608,15.0,22003,DEM
42609,250.0,10128,DEM
42610,92.69,2657,DEM
42611,24.31,98502,DEM
42612,225.36,38120,DEM
42613,64.99,19090,DEM
42614,26.59,27406,DEM
42615,100.0,75205,DEM
42616,100.0,37377,DEM
42617,250.0,95127,DEM
42618,80.89,82070,DEM
42619,250.0,95610,DEM
42620,40.0,90018,DEM
42621,100.0,5070,DEM
42622,250.0,66044,DEM
42623,500.0,77063,DEM
42624,87.6,85042,DEM
42625,53.66,94402,DEM
42626,100.0,78704,DEM
42627,250.0,78704,DEM
42628,50.0,32257,DEM
42629,200.0,32257,DEM
42630,74.98,98117,DEM
42631,50.0,20740,DEM
42632,30.0,60614,DEM
42633,500.0,10016,DEM
42634,1000.0,98155,DEM
42635,30.0,75249,DEM
42636,250.0,77007,DEM
42637,250.0,95445,DEM
42638,30.0,33434,DEM
42639,200.0,49855,DEM
42640,11.42,11435,DEM
42641,23.56,11435,DEM
42642,50.0,2140,DEM
42643,100.0,99824,DEM
42644,150.0,99824,DEM
42645,30.0,22304,DEM
42646,250.0,28277,DEM
42647,300.0,77459,DEM
42648,1283.2,33156,DEM
42649,31.61,6117,DEM
42650,50.0,87505,DEM
42651,11.45,90064,DEM
42652,42.94,20744,DEM
42653,250.0,10011,DEM
42654,250.0,55001,DEM
42655,35.1,46221,DEM
42656,750.0,30319,DEM
42657,250.0,11976,DEM
42658,500.0,11976,DEM
42659,117.77,1773,DEM
42660,2300.0,27514,DEM
42661,250.0,20016,DEM
42662,250.0,92131,DEM
42663,400.0,32789,DEM
42664,1000.0,1267,DEM
42665,375.0,94305,DEM
42666,1000.0,36083,DEM
42667,300.0,78704,DEM
42668,500.0,60625,DEM
42669,250.0,20132,DEM
42670,33.4,55419,DEM
42671,500.0,60616,DEM
42672,2300.0,94062,DEM
42673,35.4,21244,DEM
42674,500.0,32708,DEM
42675,41.98,20165,DEM
42676,41.98,20165,DEM
42677,30.0,12180,DEM
42678,250.0,20007,DEM
42679,30.0,98188,DEM
42680,30.0,94131,DEM
42681,73.72,60540,DEM
42682,100.0,92395,DEM
42683,1000.0,19081,DEM
42684,39.95,97330,DEM
42685,1300.0,11205,DEM
42686,250.0,91301,DEM
42687,250.0,94941,DEM
42688,25.0,53715,DEM
42689,100.0,75218,DEM
42690,30.17,60619,DEM
42691,55.3,30311,DEM
42692,25.75,94587,DEM
42693,30.0,98650,DEM
42694,143.8,85225,DEM
42695,250.0,62661,DEM
42696,125.0,97504,DEM
42697,35.0,77019,DEM
42698,30.0,40356,DEM
42699,500.0,10001,DEM
42700,30.0,78757,DEM
42701,29.33,94610,DEM
42702,25.0,60031,DEM
42703,30.8,45238,DEM
42704,249.26,80122,DEM
42705,80.74,77027,DEM
42706,250.0,10583,DEM
42707,57.23,2777,DEM
42708,166.76,22555,DEM
42709,50.0,60611,DEM
42710,2300.0,60606,DEM
42711,1350.0,75201,DEM
42712,21.04,60626,DEM
42713,250.0,20015,DEM
42714,500.0,91436,DEM
42715,250.0,10003,DEM
42716,30.0,10013,DEM
42717,30.0,20854,DEM
42718,100.0,2476,DEM
42719,250.0,46032,DEM
42720,100.0,11201,DEM
42721,500.0,90265,DEM
42722,52.92,98040,DEM
42723,150.0,85730,DEM
42724,500.0,95404,DEM
42725,300.0,60642,DEM
42726,500.0,33134,DEM
42727,2200.0,98052,DEM
42728,300.0,8876,DEM
42729,113.24,90401,DEM
42730,21.5,98391,DEM
42731,250.0,94110,DEM
42732,52.84,94513,DEM
42733,50.0,4967,DEM
42734,30.0,94133,DEM
42735,165.72,20854,DEM
42736,250.0,95014,DEM
42737,250.0,29360,DEM
42738,100.0,48170,DEM
42739,50.0,48170,DEM
42740,30.0,77006,DEM
42741,50.0,60601,DEM
42742,98.75,7751,DEM
42743,50.0,20016,DEM
42744,350.0,94705,DEM
42745,25.0,40503,DEM
42746,23.56,85251,DEM
42747,125.0,20902,DEM
42748,50.0,97210,DEM
42749,100.0,19086,DEM
42750,300.0,77450,DEM
42751,30.0,20773,DEM
42752,250.0,20773,DEM
42753,500.0,34239,DEM
42754,8.65,11368,DEM
42755,32.6,13790,DEM
42756,20.0,95822,DEM
42757,25.0,98036,DEM
42758,250.0,6854,DEM
42759,250.0,94027,DEM
42760,7.15,7924,DEM
42761,60.71,6830,DEM
42762,1000.0,10536,DEM
42763,76.15,20816,DEM
42764,62.37,87043,DEM
42765,134.06,10002,DEM
42766,250.0,29356,DEM
42767,15.52,95819,DEM
42768,31.6,30101,DEM
42769,250.0,60660,DEM
42770,30.0,37215,DEM
42771,56.28,10032,DEM
42772,108.9,20019,DEM
42773,168.7,20019,DEM
42774,34.93,94803,DEM
42775,100.0,94803,DEM
42776,2300.0,10069,DEM
42777,320.0,94306,DEM
42778,30.0,47201,DEM
42779,50.0,10003,DEM
42780,183.3,34983,DEM
42781,8.5,2460,DEM
42782,8.5,94111,DEM
42783,47.51,8618,DEM
42784,305.44,94605,DEM
42785,250.0,22902,DEM
42786,100.0,28411,DEM
42787,30.0,7928,DEM
42788,250.0,95006,DEM
42789,229.95,59803,DEM
42790,25.0,59803,DEM
42791,1000.0,80304,DEM
42792,65.33,80528,DEM
42793,75.0,20708,DEM
42794,100.0,20708,DEM
42795,30.0,30309,DEM
42796,47.32,94965,DEM
42797,250.0,60647,DEM
42798,102.56,33149,DEM
42799,200.0,92612,DEM
42800,200.0,10016,DEM
42801,50.0,93460,DEM
42802,200.0,21202,DEM
42803,42.79,22901,DEM
42804,101.69,76179,DEM
42805,150.0,94022,DEM
42806,25.0,43232,DEM
42807,50.0,98368,DEM
42808,450.0,94010,DEM
42809,72.98,63376,DEM
42810,38.51,22201,DEM
42811,34.85,22191,DEM
42812,30.0,90039,DEM
42813,30.0,22102,DEM
42814,250.0,90403,DEM
42815,63.85,10466,DEM
42816,250.0,33458,DEM
42817,100.0,30305,DEM
42818,106.31,90044,DEM
42819,30.28,10469,DEM
42820,2300.0,2493,DEM
42821,2300.0,2493,DEM
42822,70.8,40214,DEM
42823,70.8,40214,DEM
42824,20.61,75146,DEM
42825,250.0,3801,DEM
42826,74.98,90804,DEM
42827,250.0,6057,DEM
42828,30.0,33156,DEM
42829,30.45,60005,DEM
42830,82.52,2493,DEM
42831,33.3,19118,DEM
42832,52.9,2859,DEM
42833,500.0,10044,DEM
42834,20.0,60093,DEM
42835,40.0,60093,DEM
42836,100.0,80501,DEM
42837,50.0,10583,DEM
42838,2050.0,91730,DEM
42839,100.0,20770,DEM
42840,26.04,53097,DEM
42841,52.84,91604,DEM
42842,100.0,22124,DEM
42843,50.0,20912,DEM
42844,1000.0,99999,DEM
42845,11.6,6514,DEM
42846,1100.0,92128,DEM
42847,33.8,53218,DEM
42848,250.0,36695,DEM
42849,100.0,60461,DEM
42850,50.0,60461,DEM
42851,50.0,90405,DEM
42852,51.85,92553,DEM
42853,250.0,19081,DEM
42854,250.0,19081,DEM
42855,250.0,20816,DEM
42856,50.0,37204,DEM
42857,170.0,94705,DEM
42858,500.0,60091,DEM
42859,250.0,85259,DEM
42860,250.0,20008,DEM
42861,450.0,10128,DEM
42862,127.6,6071,DEM
42863,250.0,1062,DEM
42864,100.0,60626,DEM
42865,26.56,96789,DEM
42866,25.0,27612,DEM
42867,200.0,60640,DEM
42868,25.0,10069,DEM
42869,50.0,60640,DEM
42870,83.92,20015,DEM
42871,250.0,17325,DEM
42872,50.08,92101,DEM
42873,50.0,99645,DEM
42874,500.0,85259,DEM
42875,19.17,37664,DEM
42876,250.0,2445,DEM
42877,300.0,10464,DEM
42878,109.89,33157,DEM
42879,131.64,33157,DEM
42880,50.0,20781,DEM
42881,1000.0,78731,DEM
42882,1000.0,85041,DEM
42883,500.0,94022,DEM
42884,250.0,20012,DEM
42885,250.0,60614,DEM
42886,21.7,59254,DEM
42887,11.6,7620,DEM
42888,500.0,94550,DEM
42889,100.0,6095,DEM
42890,100.0,75204,DEM
42891,58.86,10465,DEM
42892,60.0,10024,DEM
42893,250.0,5445,DEM
42894,38.66,53704,DEM
42895,100.0,14850,DEM
42896,260.0,94960,DEM
42897,30.0,52556,DEM
42898,15.05,28307,DEM
42899,31.6,28307,DEM
42900,16.1,28307,DEM
42901,250.0,98632,DEM
42902,250.0,96734,DEM
42903,500.0,60657,DEM
42904,700.0,99999,DEM
42905,250.0,94611,DEM
42906,1000.0,94024,DEM
42907,50.0,85028,DEM
42908,2300.0,10019,DEM
42909,52.7,13084,DEM
42910,250.0,20912,DEM
42911,30.0,92869,DEM
42912,30.0,92869,DEM
42913,174.7,11103,DEM
42914,118.0,94610,DEM
42915,92.98,11211,DEM
42916,172.35,1760,DEM
42917,50.0,20147,DEM
42918,50.56,30401,DEM
42919,50.56,30401,DEM
42920,250.0,45227,DEM
42921,250.0,98136,DEM
42922,250.0,60653,DEM
42923,100.0,94920,DEM
42924,100.0,33919,DEM
42925,164.8,98072,DEM
42926,500.0,87506,DEM
42927,8.95,97214,DEM
42928,30.0,94701,DEM
42929,30.0,22301,DEM
42930,219.62,94577,DEM
42931,1300.0,7922,DEM
42932,500.0,20818,DEM
42933,83.75,20815,DEM
42934,250.0,60637,DEM
42935,21.66,21044,DEM
42936,21.66,21044,DEM
42937,100.0,77045,DEM
42938,30.0,10128,DEM
42939,39.07,78520,DEM
42940,522.31,60305,DEM
42941,334.02,60305,DEM
42942,109.39,60302,DEM
42943,419.08,60302,DEM
42944,28.25,75035,DEM
42945,137.36,90813,DEM
42946,250.0,10022,DEM
42947,126.16,78732,DEM
42948,250.0,20003,DEM
42949,500.0,7716,DEM
42950,2300.0,72223,DEM
42951,2300.0,72223,DEM
42952,500.0,28277,DEM
42953,40.65,48141,DEM
42954,150.0,94706,DEM
42955,17.95,98115,DEM
42956,250.0,19027,DEM
42957,62.64,85251,DEM
42958,30.0,99835,DEM
42959,500.0,32804,DEM
42960,100.0,11003,DEM
42961,250.0,85395,DEM
42962,300.0,2140,DEM
42963,500.0,2140,DEM
42964,1000.0,2140,DEM
42965,200.0,20814,DEM
42966,1275.0,73102,DEM
42967,72.48,10606,DEM
42968,30.0,38570,DEM
42969,500.0,94087,DEM
42970,100.0,12115,DEM
42971,85.6,94588,DEM
42972,48.51,20008,DEM
42973,1000.0,10014,DEM
42974,69.55,12203,DEM
42975,50.8,10589,DEM
42976,100.0,93067,DEM
42977,250.0,93023,DEM
42978,139.39,90404,DEM
42979,180.19,91104,DEM
42980,32.32,94401,DEM
42981,100.0,94901,DEM
42982,200.0,11215,DEM
42983,40.31,94114,DEM
42984,250.0,94114,DEM
42985,1800.0,60060,DEM
42986,32.6,47138,DEM
42987,26.68,22201,DEM
42988,36.72,10025,DEM
42989,37.18,10021,DEM
42990,109.87,1007,DEM
42991,116.33,1007,DEM
42992,30.0,1007,DEM
42993,250.0,60527,DEM
42994,21.59,27613,DEM
42995,21.59,27613,DEM
42996,100.0,80525,DEM
42997,250.0,98077,DEM
42998,538.0,10706,DEM
42999,44.94,32176,DEM
43000,17.65,94531,DEM
43001,15.91,90803,DEM
43002,500.0,20003,DEM
43003,30.0,60605,DEM
43004,50.0,95448,DEM
43005,30.0,95448,DEM
43006,30.0,95448,DEM
43007,37.44,98675,DEM
43008,150.0,7450,DEM
43009,28.28,80525,DEM
43010,50.0,20180,DEM
43011,225.0,80305,DEM
43012,125.0,80305,DEM
43013,500.0,6897,DEM
43014,50.0,10003,DEM
43015,152.59,36830,DEM
43016,300.0,92657,DEM
43017,500.0,28210,DEM
43018,40.56,97219,DEM
43019,87.89,7757,DEM
43020,2212.11,7757,DEM
43021,85.6,98103,DEM
43022,25.0,98103,DEM
43023,60.2,11209,DEM
43024,50.0,89701,DEM
43025,100.0,6820,DEM
43026,250.0,6460,DEM
43027,500.0,40205,DEM
43028,100.0,90266,DEM
43029,75.0,45208,DEM
43030,9.07,43082,DEM
43031,15.0,22203,DEM
43032,15.0,22203,DEM
43033,2300.0,6831,DEM
43034,40.81,2906,DEM
43035,250.0,94110,DEM
43036,50.0,94117,DEM
43037,250.0,14589,DEM
43038,93.84,14221,DEM
43039,2300.0,91007,DEM
43040,100.0,27553,DEM
43041,100.0,33618,DEM
43042,79.33,94901,DEM
43043,25.0,91910,DEM
43044,10.0,91910,DEM
43045,800.0,8540,DEM
43046,400.0,77002,DEM
43047,250.0,6903,DEM
43048,225.0,2445,DEM
43049,1000.0,6903,DEM
43050,250.0,20008,DEM
43051,51.85,96756,DEM
43052,100.0,1002,DEM
43053,500.0,20874,DEM
43054,126.32,95822,DEM
43055,300.0,13035,DEM
43056,100.0,10023,DEM
43057,30.0,27587,DEM
43058,1021.51,48323,DEM
43059,20.0,60614,DEM
43060,1000.0,78751,DEM
43061,79.52,11432,DEM
43062,100.0,97201,DEM
43063,500.0,60605,DEM
43064,29.45,37204,DEM
43065,21.43,37204,DEM
43066,30.0,19129,DEM
43067,20.8,2139,DEM
43068,250.0,98103,DEM
43069,2300.0,2339,DEM
43070,147.9,27701,DEM
43071,100.0,48130,DEM
43072,25.86,34736,DEM
43073,100.0,77084,DEM
43074,200.0,77084,DEM
43075,30.0,2445,DEM
43076,900.0,20817,DEM
43077,10.0,60625,DEM
43078,49.5,91304,DEM
43079,250.0,2891,DEM
43080,64.49,55406,DEM
43081,10.45,92116,DEM
43082,18.25,94010,DEM
43083,50.5,29407,DEM
43084,40.56,95501,DEM
43085,250.0,93636,DEM
43086,30.0,60163,DEM
43087,25.0,10304,DEM
43088,30.38,30349,DEM
43089,100.0,93420,DEM
43090,50.0,93420,DEM
43091,30.0,20170,DEM
43092,93.98,75094,DEM
43093,100.0,21202,DEM
43094,50.0,80435,DEM
43095,71.04,60629,DEM
43096,30.0,33458,DEM
43097,57.75,11771,DEM
43098,250.0,76205,DEM
