,contribution_receipt_amount,contributor_zip,party
1079,50.0,30607,DEM
1080,250.0,17402,DEM
1081,500.0,11230,DEM
1082,100.0,21204,DEM
1083,50.0,2563,DEM
1084,15.0,75252,DEM
1085,100.0,2138,DEM
1086,75.0,50228,DEM
1087,250.0,1773,DEM
1088,250.0,95014,DEM
1089,10.0,33467,DEM
1090,100.0,96789,DEM
1091,50.0,97206,DEM
1092,50.0,75104,REP
1093,25.0,48886,REP
1094,50.0,43065,REP
1095,100.0,78413,REP
1096,20.0,21047,REP
1097,80.0,19320,REP
1098,30.0,1907,REP
1099,100.0,80906,REP
1100,105.0,37128,REP
1101,50.0,90275,REP
1102,100.0,54726,REP
1103,150.0,89445,REP
1104,25.0,93901,REP
1105,100.0,8502,REP
1106,100.0,48074,REP
1107,100.0,4005,REP
1108,100.0,70512,REP
1109,25.0,70452,REP
1110,25.0,71006,REP
1111,100.0,48301,REP
1112,40.0,72756,REP
1113,400.0,10451,REP
1114,200.0,13101,REP
1115,500.0,80222,REP
1116,15.0,40509,REP
1117,50.0,85381,REP
1118,200.0,13778,REP
1119,100.0,11789,REP
1120,50.0,29438,REP
1121,100.0,46220,REP
1122,1000.0,53593,REP
1123,20.0,24502,REP
1124,110.0,47274,REP
1125,50.0,2459,REP
1126,500.0,33408,REP
1127,40.0,27962,REP
1128,102.0,30064,REP
1129,1000.0,90274,REP
1130,200.0,78504,REP
1131,35.0,48152,REP
1132,25.0,29015,REP
1133,200.0,73071,REP
1134,40.0,46581,REP
1135,10.0,15317,REP
1136,100.0,61108,REP
1137,25.0,80228,REP
1138,25.0,70570,REP
1139,150.0,47304,REP
1140,50.0,76049,REP
1141,25.0,30906,REP
1142,100.0,68154,REP
1143,1000.0,46268,REP
1144,250.0,45241,REP
1145,2000.0,75703,REP
1146,250.0,11560,REP
1147,300.0,6820,REP
1148,-25.0,77084,DEM
1149,-30.0,71458,DEM
1150,-100.0,94117,DEM
1151,-500.0,33901,DEM
1152,-35.0,91915,DEM
1153,250.0,33908,REP
1154,-50.0,43065,REP
1155,-100.0,78413,REP
1156,10.0,38115,REP
1157,-100.0,8502,REP
1158,-100.0,48301,REP
1159,-400.0,10451,REP
1160,-500.0,80222,REP
1161,1000.0,90024,REP
1162,-1000.0,53593,REP
1163,-500.0,33408,REP
1164,-40.0,27962,REP
1165,-1000.0,90274,REP
1166,2300.0,27104,DEM
1167,2300.0,27104,DEM
1168,2300.0,10021,DEM
1169,201.63,77002,DEM
1170,35.0,46227,DEM
1171,50.0,97213,DEM
1172,250.0,22204,DEM
1173,25.0,13820,DEM
1174,50.0,97140,DEM
1175,100.0,21204,DEM
1176,35.0,10301,DEM
1177,100.0,32404,DEM
1178,50.0,97067,DEM
1179,75.0,98662,DEM
1180,200.0,10021,DEM
1181,100.0,61103,DEM
1182,20.88,8057,DEM
1183,-20.88,8057,DEM
1184,58.0,8057,DEM
1185,500.0,33131,DEM
1186,100.0,70403,DEM
1187,250.0,85282,DEM
1188,100.0,96822,DEM
1189,50.0,7020,DEM
1190,100.0,60542,DEM
1191,200.0,15203,DEM
1192,250.0,85009,DEM
1193,100.0,32162,DEM
1194,100.0,20720,DEM
1195,100.0,74012,DEM
1196,25.0,55021,DEM
1197,250.0,22003,DEM
1198,50.0,11050,DEM
1199,50.0,49004,DEM
1200,100.0,10603,DEM
1201,250.0,8550,DEM
1202,250.0,94618,DEM
1203,200.0,7627,DEM
1204,25.0,53562,DEM
1205,100.0,11718,DEM
1206,100.0,60035,DEM
1207,2000.0,8854,DEM
1208,50.0,32162,DEM
1209,50.0,33305,DEM
1210,100.0,10705,DEM
1211,50.0,76180,DEM
1212,100.0,27614,DEM
1213,50.0,78227,DEM
1214,2300.0,75218,DEM
1215,250.0,90503,DEM
1216,150.0,98225,DEM
1217,250.0,94024,DEM
1218,50.0,63367,DEM
1219,250.0,90046,DEM
1220,50.0,75252,DEM
1221,1000.0,10977,DEM
1222,85.0,48867,DEM
1223,100.0,6825,DEM
1224,50.0,68152,DEM
1225,100.0,33436,DEM
1226,200.0,3235,DEM
1227,100.0,91344,DEM
1228,50.0,98362,DEM
1229,30.0,90404,DEM
1230,25.0,19121,DEM
1231,250.0,11795,DEM
1232,50.0,95032,DEM
1233,500.0,2114,DEM
1234,250.0,60613,DEM
1235,100.0,95618,DEM
1236,250.0,10013,DEM
1237,100.0,60614,DEM
1238,25.0,98370,DEM
1239,50.0,11020,DEM
1240,150.0,85704,DEM
1241,100.0,90024,DEM
1242,-100.0,90024,DEM
1243,100.0,90024,DEM
1244,25.0,13421,DEM
1245,50.0,10011,DEM
1246,50.0,61704,REP
1247,50.0,61704,REP
1248,50.0,61704,REP
1249,35.0,8610,REP
1250,35.0,31088,REP
1251,250.0,8865,REP
1252,100.0,91942,REP
1253,25.0,95502,REP
1254,100.0,33134,REP
1255,100.0,37920,REP
1256,40.0,14610,REP
1257,99.0,95690,REP
1258,100.0,51003,REP
1259,100.0,50468,REP
1260,100.0,45449,REP
1261,35.0,22901,REP
1262,250.0,56258,REP
1263,50.0,34746,REP
1264,35.0,32164,REP
1265,35.0,95409,REP
1266,50.0,95035,REP
1267,35.0,77066,REP
1268,100.0,11361,REP
1269,75.0,17731,REP
1270,100.0,85650,REP
1271,25.0,23456,REP
1272,100.0,91207,REP
1273,30.0,42376,REP
1274,10.0,10901,REP
1275,25.0,29710,REP
1276,100.0,92028,REP
1277,150.0,33477,REP
1278,100.0,95253,REP
1279,20.0,44147,REP
1280,1.0,94133,REP
1281,50.0,92124,REP
1282,1000.0,24202,REP
1283,50.0,92708,REP
1284,300.0,48232,REP
1285,400.0,30004,REP
1286,100.0,80112,REP
1287,75.0,19035,REP
1288,250.0,8858,REP
1289,250.0,8858,REP
1290,100.0,28412,REP
1291,600.0,61704,REP
1292,25.0,89452,REP
1293,50.0,19053,REP
1294,1000.0,22030,REP
1295,25.0,64063,REP
1296,300.0,14058,REP
1297,50.0,85253,REP
1298,50.0,85253,REP
1299,50.0,85209,REP
1300,50.0,17233,REP
1301,100.0,34470,REP
1302,25.0,17545,REP
1303,25.0,80228,REP
1304,100.0,92253,REP
1305,150.0,92253,REP
1306,100.0,92253,REP
1307,25.0,19806,REP
1308,100.0,98064,REP
1309,40.0,2360,REP
1310,1.0,78003,REP
1311,25.0,1450,REP
1312,2300.0,85007,REP
1313,25.0,92530,REP
1314,35.0,55369,REP
1315,100.0,47995,REP
1316,100.0,43017,REP
1317,100.0,92104,REP
1318,25.0,7630,REP
1319,25.0,92376,REP
1320,50.0,57108,REP
1321,20.0,65649,REP
1322,500.0,33143,REP
1323,25.0,85018,REP
1324,100.0,77437,REP
1325,50.0,31558,REP
1326,100.0,80550,REP
1327,100.0,61265,REP
1328,100.0,77082,REP
1329,100.0,11030,REP
1330,20.0,10580,REP
1331,100.0,30302,REP
1332,100.0,6830,REP
1333,25.0,45039,REP
1334,25.0,6241,REP
1335,25.0,96743,REP
1336,25.0,7666,REP
1337,25.0,89706,REP
1338,50.0,27603,REP
1339,25.0,93215,REP
1340,25.0,54703,REP
1341,100.0,22408,REP
1342,20.0,93306,REP
1343,2300.0,60610,REP
1344,-270.0,77478,DEM
1345,-50.0,94941,DEM
1346,-5.0,20743,DEM
1347,-50.0,61704,REP
1348,-50.0,61704,REP
1349,-50.0,61704,REP
1350,-250.0,8865,REP
1351,-250.0,56258,REP
1352,-100.0,11361,REP
1353,-75.0,17731,REP
1354,-100.0,85650,REP
1355,-1000.0,24202,REP
1356,-300.0,48232,REP
1357,-400.0,30004,REP
1358,-250.0,8858,REP
1359,-250.0,8858,REP
1360,-600.0,61704,REP
1361,-1000.0,22030,REP
1362,-300.0,14058,REP
1363,-1.0,78003,REP
1364,-2300.0,85007,REP
1365,-100.0,92104,REP
1366,-500.0,33143,REP
1367,-2300.0,60610,REP
1368,2300.0,7450,DEM
1369,250.0,2090,DEM
1370,250.0,91008,DEM
1371,100.0,90045,DEM
1372,375.0,2051,DEM
1373,25.0,32309,DEM
1374,250.0,20002,DEM
1375,50.0,7666,DEM
1376,500.0,7058,DEM
1377,100.0,11790,DEM
1378,100.0,37214,DEM
1379,250.0,14564,DEM
1380,100.0,2421,DEM
1381,500.0,72404,DEM
1382,100.0,19707,DEM
1383,250.0,94952,DEM
1384,100.0,20007,DEM
1385,1000.0,11581,DEM
1386,50.0,13108,DEM
1387,100.0,94555,DEM
1388,50.0,78666,DEM
1389,1000.0,10028,DEM
1390,50.0,8831,DEM
1391,50.0,32208,DEM
1392,50.0,95819,DEM
1393,2000.0,10128,DEM
1394,50.0,94030,DEM
1395,250.0,11362,DEM
1396,50.0,20008,DEM
1397,50.0,60008,DEM
1398,50.0,10701,DEM
1399,250.0,37212,DEM
1400,50.0,41543,DEM
1401,250.0,47163,DEM
1402,100.0,22312,DEM
1403,50.0,60611,DEM
1404,250.0,93940,DEM
1405,100.0,7712,DEM
1406,10.0,49682,DEM
1407,100.0,48103,DEM
1408,40.0,11236,DEM
1409,250.0,95661,DEM
1410,50.0,12524,DEM
1411,100.0,30458,DEM
1412,200.0,90802,DEM
1413,50.0,94133,DEM
1414,100.0,78728,DEM
1415,20.0,1434,DEM
1416,250.0,2494,DEM
1417,50.0,7030,DEM
1418,25.0,15216,DEM
1419,100.0,48085,DEM
1420,500.0,89160,DEM
1421,500.0,89160,DEM
1422,1000.0,80201,LIB
1423,50.0,46237,REP
1424,101.0,90009,REP
1425,50.0,92841,REP
1426,100.0,30707,REP
1427,75.0,92673,REP
1428,100.0,34948,REP
1429,1000.0,85253,REP
1430,102.0,96796,REP
1431,25.0,97007,REP
1432,100.0,80501,REP
1433,100.0,7083,REP
1434,200.0,60068,REP
1435,2300.0,16701,REP
1436,400.0,77024,REP
1437,21.0,82414,REP
1438,46.0,87937,REP
1439,25.0,15027,REP
1440,100.0,29646,REP
1441,25.0,90247,REP
1442,100.0,2760,REP
1443,200.0,79922,REP
1444,100.0,47905,REP
1445,25.0,98937,REP
1446,100.0,77441,REP
1447,-200.0,22901,REP
1448,-100.0,20706,DEM
1449,-200.0,94117,DEM
1450,-100.0,77002,DEM
1451,-400.0,94960,DEM
1452,-5.0,20743,DEM
1453,-5.0,20743,DEM
1454,-5.0,20743,DEM
1455,-50.0,92841,REP
1456,-1000.0,85253,REP
1457,-100.0,7083,REP
1458,-200.0,60068,REP
1459,-2300.0,16701,REP
1460,-400.0,77024,REP
1461,-100.0,29646,REP
1462,50.0,77502,DEM
1463,100.0,8816,DEM
1464,25.0,10128,DEM
1465,25.0,7030,DEM
1466,500.0,10595,DEM
1467,50.0,92037,DEM
1468,250.0,99508,DEM
1469,50.0,8550,DEM
1470,50.0,82443,DEM
1471,100.0,11109,DEM
1472,500.0,7039,DEM
1473,500.0,7039,DEM
1474,25.0,95472,DEM
1475,250.0,98122,DEM
1476,200.0,11030,DEM
1477,50.0,94539,DEM
1478,100.0,98125,DEM
1479,25.0,20112,DEM
1480,250.0,63131,DEM
1481,250.0,10009,DEM
1482,250.0,11213,DEM
1483,50.0,80403,DEM
1484,50.0,85346,DEM
1485,500.0,7039,DEM
1486,500.0,13152,DEM
1487,50.0,94523,DEM
1488,500.0,92040,DEM
1489,100.0,34491,DEM
1490,50.0,14411,DEM
1491,10.0,89129,DEM
1492,50.0,33009,DEM
1493,50.0,80526,DEM
1494,100.0,10003,DEM
1495,100.0,11370,DEM
1496,250.0,78704,DEM
1497,250.0,91030,DEM
1498,250.0,11375,DEM
1499,50.0,10024,DEM
1500,50.0,2476,DEM
1501,500.0,10023,DEM
1502,25.0,15216,DEM
1503,25.0,14718,LIB
1504,15.0,40205,LIB
1505,100.0,35226,LIB
1506,25.0,53405,LIB
1507,50.0,80501,LIB
1508,100.0,92234,REP
1509,50.0,81230,REP
1510,50.0,77663,REP
1511,36.0,99516,REP
1512,20.0,53213,REP
1513,100.0,8055,REP
1514,35.0,25064,REP
1515,1000.0,46280,REP
1516,500.0,90056,REP
1517,500.0,90056,REP
1518,50.0,21093,REP
1519,100.0,43615,REP
1520,500.0,48455,REP
1521,20.0,29456,REP
1522,500.0,77833,REP
1523,200.0,48867,REP
1524,100.0,71046,REP
1525,50.0,54601,REP
1526,35.0,76021,REP
1527,100.0,76950,REP
1528,25.0,22101,REP
1529,250.0,10075,REP
1530,150.0,21658,REP
1531,100.0,44133,REP
1532,100.0,92691,REP
1533,200.0,55901,REP
1534,50.0,76132,REP
1535,100.0,63040,REP
1536,500.0,77024,REP
1537,-500.0,11731,DEM
1538,-5.0,20743,DEM
1539,-5.0,28805,DEM
1540,-5.0,28805,DEM
1541,-5.0,33015,DEM
1542,-5.0,20743,DEM
1543,-5.0,20743,DEM
1544,-5.0,20743,DEM
1545,-1000.0,46280,REP
1546,-500.0,90056,REP
1547,-500.0,90056,REP
1548,-100.0,43615,REP
1549,-500.0,48455,REP
1550,-500.0,77833,REP
1551,-250.0,10075,REP
1552,-100.0,44133,REP
1553,-500.0,77024,REP
1554,250.0,20007,DEM
1555,50.0,10025,DEM
1556,50.0,2474,DEM
1557,50.0,8098,DEM
1558,250.0,24531,DEM
1559,100.0,94132,DEM
1560,100.0,21044,DEM
1561,100.0,80121,DEM
1562,50.0,60126,DEM
1563,100.0,44685,DEM
1564,250.0,76135,DEM
1565,100.0,72223,DEM
1566,50.0,53562,DEM
1567,200.0,17110,DEM
1568,250.0,60604,DEM
1569,100.0,2332,DEM
1570,100.0,22304,DEM
1571,1000.0,48302,DEM
1572,100.0,14127,DEM
1573,50.0,10017,DEM
1574,25.0,7016,DEM
1575,50.0,98148,DEM
1576,100.0,22180,DEM
1577,250.0,33511,DEM
1578,50.0,10901,DEM
1579,25.0,78248,DEM
1580,50.0,6520,DEM
1581,50.0,2631,DEM
1582,500.0,20706,DEM
1583,100.0,98033,DEM
1584,100.0,80540,DEM
1585,250.0,7670,DEM
1586,100.0,10028,DEM
1587,1000.0,7424,DEM
1588,50.0,97338,DEM
1589,100.0,7086,DEM
1590,50.0,8051,DEM
1591,50.0,72034,DEM
1592,50.0,46160,DEM
1593,250.0,10314,DEM
1594,250.0,85218,DEM
1595,50.0,90265,DEM
1596,250.0,32118,DEM
1597,250.0,10509,DEM
1598,100.0,97212,DEM
1599,750.0,92648,DEM
1600,100.0,30345,DEM
1601,250.0,55904,DEM
1602,100.0,10065,DEM
1603,100.0,75234,DEM
1604,150.0,60614,DEM
1605,20.0,6811,DEM
1606,100.0,84103,DEM
1607,100.0,28104,DEM
1608,250.0,94010,DEM
1609,250.0,11234,DEM
1610,250.0,22041,DEM
1611,50.0,11218,DEM
1612,100.0,21035,DEM
1613,500.0,72023,REP
1614,10.0,53122,REP
1615,100.0,95603,REP
1616,1000.0,8738,REP
1617,2300.0,34108,REP
1618,1000.0,22301,REP
1619,10.0,45833,REP
1620,100.0,55116,REP
1621,51.0,44410,REP
1622,50.0,56435,REP
1623,50.0,55105,REP
1624,20.0,64801,REP
1625,1.0,99223,REP
1626,35.0,34755,REP
1627,10.0,44906,REP
1628,100.0,59802,REP
1629,500.0,49304,REP
1630,25.0,93420,REP
1631,40.0,28303,REP
1632,200.0,22015,REP
1633,100.0,54016,REP
1634,150.0,15232,REP
1635,26.0,93105,REP
1636,25.0,92673,REP
1637,126.0,33156,REP
1638,200.0,33615,REP
1639,300.0,75001,REP
1640,300.0,79027,REP
1641,77.0,60156,REP
1642,25.0,33703,REP
1643,100.0,11378,REP
1644,196.0,80211,REP
1645,50.0,33180,REP
1646,100.0,38125,REP
1647,50.0,94304,REP
1648,10.0,4281,REP
1649,50.0,55113,REP
1650,10.0,78660,REP
1651,100.0,34236,REP
1652,250.0,35801,REP
1653,250.0,35801,REP
1654,50.0,14221,REP
1655,50.0,98027,REP
1656,101.0,34478,REP
1657,25.0,28562,REP
1658,25.0,49423,REP
1659,150.0,42038,REP
1660,100.0,21048,REP
1661,300.0,90501,REP
1662,25.0,28104,REP
1663,2000.0,78212,REP
1664,16.0,78726,REP
1665,20.0,76012,REP
1666,100.0,12019,REP
1667,75.0,19610,REP
1668,100.0,63112,REP
1669,35.0,79762,REP
1670,50.0,98239,REP
1671,250.0,28207,REP
1672,100.0,29601,REP
1673,500.0,90755,REP
1674,100.0,19438,REP
1675,300.0,75225,REP
1676,50.0,29602,REP
1677,100.0,80118,REP
1678,25.0,60172,REP
1679,1000.0,55391,REP
1680,1000.0,70116,REP
1681,35.0,34208,REP
1682,50.0,87059,REP
1683,50.0,52132,REP
1684,100.0,1581,REP
1685,50.0,74464,REP
1686,100.0,44720,REP
1687,50.0,20155,REP
1688,200.0,37343,REP
1689,100.0,3221,REP
1690,50.0,32507,REP
1691,200.0,92203,REP
1692,25.0,21210,REP
1693,26.0,90601,REP
1694,25.0,60618,REP
1695,250.0,28273,REP
1696,26.0,84663,REP
1697,25.0,30008,REP
1698,100.0,98668,REP
1699,1000.0,77024,REP
1700,500.0,87111,REP
1701,200.0,78633,REP
1702,500.0,7728,REP
1703,50.0,20005,REP
1704,100.0,63801,REP
1705,1000.0,39181,REP
1706,-500.0,49716,DEM
1707,-500.0,49716,DEM
1708,-500.0,49716,DEM
1709,-500.0,49716,DEM
1710,-25.0,14618,DEM
1711,-5.0,80100,DEM
1712,-50.0,2118,DEM
1713,-50.0,2118,DEM
1714,-21.08,95822,DEM
1715,-125.0,60622,DEM
1716,-5.0,10001,DEM
1717,-5.0,10001,DEM
1718,1000.0,95814,REP
1719,500.0,21231,REP
1720,500.0,21231,REP
1721,250.0,81654,REP
1722,250.0,81654,REP
1723,500.0,13110,REP
1724,500.0,13104,REP
1725,1500.0,11787,REP
1726,2300.0,90025,REP
1727,250.0,21209,REP
1728,750.0,21215,REP
1729,1000.0,44410,REP
1730,1000.0,44410,REP
1731,51.74,12054,REP
1732,18.06,14217,REP
1733,36.11,1721,REP
1734,25.86,14209,REP
1735,42.53,14618,REP
1736,36.11,12203,REP
1737,25.86,14526,REP
1738,25.86,2025,REP
1739,60.59,13219,REP
1740,36.11,23188,REP
1741,51.74,13039,REP
1742,30.85,1907,REP
1743,36.11,13224,REP
1744,20.96,14534,REP
1745,30.85,12018,REP
1746,42.53,14534,REP
1747,30.85,13209,REP
1748,20.96,13021,REP
1749,42.53,14226,REP
1750,30.85,12054,REP
1751,34.62,13066,REP
1752,25.86,13039,REP
1753,42.53,2446,REP
1754,51.74,14052,REP
1755,42.53,14226,REP
1756,20.96,14217,REP
1757,51.74,13078,REP
1758,42.53,13108,REP
1759,36.11,14216,REP
1760,42.53,14618,REP
1761,17.31,13035,REP
1762,18.51,13104,REP
1763,9.05,14618,REP
1764,30.85,12204,REP
1765,72.1,13035,REP
1766,17.31,14221,REP
1767,25.86,13066,REP
1768,20.96,14086,REP
1769,30.85,12309,REP
1770,51.74,14526,REP
1771,20.96,14226,REP
1772,36.11,12075,REP
1773,36.11,14580,REP
1774,36.11,14127,REP
1775,36.11,14222,REP
1776,20.96,20015,REP
1777,20.96,14127,REP
1778,30.85,13219,REP
1779,28.89,13224,REP
1780,42.53,12018,REP
1781,36.11,14127,REP
1782,25.86,13066,REP
1783,51.74,14624,REP
1784,20.96,13104,REP
1785,20.96,14221,REP
1786,30.85,14086,REP
1787,36.11,12159,REP
1788,30.85,13215,REP
1789,30.85,12144,REP
1790,60.59,13152,REP
1791,36.11,13224,REP
1792,60.59,12309,REP
1793,25.86,14502,REP
1794,42.53,13104,REP
1795,30.85,12159,REP
1796,36.11,13224,REP
1797,30.85,14534,REP
1798,575.0,90292,REP
1799,575.0,90266,REP
1800,575.0,95630,REP
1801,575.0,90503,REP
1802,1000.0,64112,REP
1803,650.0,85366,REP
1804,650.0,97007,REP
1805,1000.0,7601,REP
1806,1000.0,70121,REP
1807,1000.0,70121,REP
1808,333.33,93711,REP
1809,333.33,93611,REP
1810,333.33,93711,REP
1811,200.0,4014,REP
1812,2300.0,85255,REP
1813,200.0,91406,REP
1814,100.0,90056,REP
1815,500.0,92037,REP
1816,50.0,95054,REP
1817,2300.0,90210,REP
1818,200.0,91521,REP
1819,2300.0,91343,REP
1820,100.0,15220,REP
1821,-1115.0,19087,REP
1822,250.0,91789,REP
1823,250.0,94022,REP
1824,250.0,22066,REP
1825,1000.0,85255,REP
1826,-200.0,55044,REP
1827,1000.0,66536,REP
1828,-2300.0,33469,REP
1829,-2300.0,33469,REP
1830,-2300.0,33410,REP
1831,-2300.0,81658,REP
1832,-2300.0,81658,REP
1833,2300.0,70808,REP
1834,2300.0,65085,REP
1835,300.0,7631,REP
1836,250.0,95120,REP
1837,2300.0,48328,REP
1838,-1000.0,85032,REP
1839,100.0,30327,REP
1840,1300.0,60604,REP
1841,1000.0,49512,REP
1842,-150.0,59718,REP
1843,-150.0,59718,REP
1844,150.0,22206,REP
1845,2300.0,85253,REP
1846,-1000.0,60611,REP
1847,2300.0,85016,REP
1848,-1000.0,81657,REP
1849,-145.93,20009,REP
1850,-1000.0,15017,REP
1851,-1000.0,85249,REP
1852,2300.0,94027,REP
1853,0.0,85020,REP
1854,100.0,99999,REP
1855,2300.0,19035,REP
1856,-50.0,85017,REP
1857,-2300.0,4046,REP
1858,100.0,72712,REP
1859,-500.0,10016,REP
1860,500.0,22304,REP
1861,25.0,33615,REP
1862,500.0,30642,REP
1863,500.0,7307,REP
1864,250.0,22030,REP
1865,-300.0,78209,REP
1866,-2300.0,22203,REP
1867,-1000.0,19073,REP
1868,-1000.0,19073,REP
1869,-1000.0,77041,REP
1870,-250.0,22207,REP
1871,-1800.0,1945,REP
1872,1000.0,33606,REP
1873,-300.0,89052,REP
1874,-2300.0,81612,REP
1875,-500.0,49304,REP
1876,-100.0,54016,REP
1877,-150.0,15232,REP
1878,-126.0,33156,REP
1879,-300.0,75001,REP
1880,-300.0,79027,REP
1881,-100.0,38125,REP
1882,1000.0,60175,REP
1883,-250.0,35801,REP
1884,-250.0,35801,REP
1885,5000.0,63131,REP
1886,-50.0,98027,REP
1887,-300.0,90501,REP
1888,-2000.0,78212,REP
1889,-250.0,28207,REP
1890,-100.0,29601,REP
1891,-500.0,90755,REP
1892,-100.0,19438,REP
1893,-300.0,75225,REP
1894,-50.0,29602,REP
1895,-1000.0,55391,REP
1896,-1000.0,70116,REP
1897,-250.0,28273,REP
1898,4600.0,94115,REP
1899,-1000.0,77024,REP
1900,-500.0,87111,REP
1901,100.0,4037,REP
1902,-500.0,7728,REP
1903,2300.0,18977,DEM
1904,25.0,95066,DEM
1905,250.0,92109,DEM
1906,250.0,22630,DEM
1907,25.0,29920,DEM
1908,100.0,30005,DEM
1909,100.0,68069,DEM
1910,50.0,94703,DEM
1911,25.0,32751,DEM
1912,50.0,60690,DEM
1913,15.0,48335,DEM
1914,50.0,71105,DEM
1915,250.0,77006,DEM
1916,5.0,95444,DEM
1917,25.0,75462,DEM
1918,100.0,7047,DEM
1919,100.0,32211,DEM
1920,50.0,43214,DEM
1921,25.0,43214,DEM
1922,100.0,14216,DEM
1923,250.0,87191,DEM
1924,250.0,7470,DEM
1925,100.0,85745,DEM
1926,250.0,6105,DEM
1927,50.0,94402,DEM
1928,25.0,10010,DEM
1929,50.0,20815,DEM
1930,100.0,48917,DEM
1931,53.38,97601,DEM
1932,100.0,10605,DEM
1933,50.0,95618,DEM
1934,50.0,89110,DEM
1935,100.0,18015,DEM
1936,100.0,66502,DEM
1937,500.0,18701,DEM
1938,25.0,3303,DEM
1939,50.0,0,DEM
1940,250.0,43017,DEM
1941,50.0,22903,DEM
1942,100.0,95003,DEM
1943,50.0,75558,DEM
1944,10.0,70718,DEM
1945,100.0,93001,DEM
1946,500.0,11372,DEM
1947,120.0,92557,DEM
1948,50.0,10128,DEM
1949,250.0,20816,DEM
1950,-250.0,20816,DEM
1951,250.0,20816,DEM
1952,100.0,20904,DEM
1953,250.0,91364,DEM
1954,100.0,85373,DEM
1955,100.0,20008,DEM
1956,500.0,10804,DEM
1957,100.0,23322,DEM
1958,100.0,96790,DEM
1959,250.0,45601,DEM
1960,100.0,15317,DEM
1961,50.0,55812,DEM
1962,100.0,10023,DEM
1963,20.0,22207,DEM
1964,250.0,98008,DEM
1965,50.0,94949,DEM
1966,50.0,80513,DEM
1967,11.0,33065,DEM
1968,25.0,48051,DEM
1969,100.0,32011,DEM
1970,1000.0,12529,DEM
1971,50.0,75006,DEM
1972,25.0,11413,DEM
1973,100.0,11236,DEM
1974,250.0,94062,DEM
1975,100.0,2906,DEM
1976,250.0,76136,DEM
1977,100.0,77479,DEM
1978,100.0,6515,DEM
1979,250.0,10006,DEM
1980,100.0,10024,DEM
1981,-100.0,10024,DEM
1982,100.0,10024,DEM
1983,20.0,27858,DEM
1984,50.0,6870,DEM
1985,150.0,63017,DEM
1986,250.0,90804,DEM
1987,250.0,99163,DEM
1988,250.0,48103,DEM
1989,30.0,78759,DEM
1990,50.0,78232,DEM
1991,200.0,10025,DEM
1992,50.0,98312,DEM
1993,25.0,22603,DEM
1994,25.0,60616,DEM
1995,10.0,44303,DEM
1996,250.0,6877,DEM
1997,25.0,78737,DEM
1998,10.0,61760,DEM
1999,50.0,19123,DEM
2000,25.0,91791,DEM
2001,100.0,53045,DEM
2002,100.0,27516,DEM
2003,10.0,99706,DEM
2004,1000.0,11215,DEM
2005,100.0,17109,DEM
2006,119.44,20817,DEM
2007,-119.44,20817,DEM
2008,250.0,20817,DEM
2009,100.0,17036,DEM
2010,50.0,37013,DEM
2011,50.0,7470,DEM
2012,50.0,7470,DEM
2013,10.0,77004,DEM
2014,100.0,84604,DEM
2015,100.0,21244,DEM
2016,250.0,19095,DEM
2017,50.0,19095,DEM
2018,50.0,77084,DEM
2019,50.0,8648,DEM
2020,1000.0,94966,DEM
2021,100.0,77478,DEM
2022,250.0,7071,DEM
2023,50.0,2445,DEM
2024,50.0,22312,DEM
2025,50.0,80226,DEM
2026,50.0,4429,DEM
2027,50.0,77801,DEM
2028,25.0,19406,DEM
2029,250.0,20012,DEM
2030,100.0,90278,DEM
2031,10.0,85302,DEM
2032,100.0,85614,DEM
2033,250.0,10021,DEM
2034,25.0,34221,DEM
2035,100.0,75214,DEM
2036,100.0,92376,DEM
2037,50.0,92543,DEM
2038,50.0,34239,DEM
2039,100.0,10009,DEM
2040,100.0,38163,DEM
2041,100.0,94303,DEM
2042,100.0,12054,DEM
2043,50.0,98023,DEM
2044,25.0,92037,DEM
2045,50.0,10019,DEM
2046,10.0,6335,DEM
2047,25.0,90046,DEM
2048,100.0,55408,DEM
2049,75.0,35216,DEM
2050,250.0,48124,DEM
2051,50.0,92825,DEM
2052,250.0,48170,DEM
2053,250.0,87124,DEM
2054,50.0,98102,DEM
2055,200.0,10562,DEM
2056,900.0,10583,DEM
2057,10.0,91307,DEM
2058,25.0,76051,DEM
2059,100.0,60423,DEM
2060,100.0,25411,DEM
2061,250.0,72701,DEM
2062,-612.5,5048,DEM
2063,250.0,21035,DEM
2064,100.0,85254,DEM
2065,250.0,12477,DEM
2066,50.0,8054,DEM
2067,100.0,11023,DEM
2068,25.0,50130,DEM
2069,50.0,72916,DEM
2070,100.0,75205,DEM
2071,250.0,53125,DEM
2072,20.0,94553,DEM
2073,100.0,2108,DEM
2074,50.0,91030,DEM
2075,250.0,7901,DEM
2076,750.0,10007,DEM
2077,250.0,10017,DEM
2078,250.0,13827,DEM
2079,100.0,33134,DEM
2080,250.0,83702,DEM
2081,50.0,94530,DEM
2082,25.0,6351,DEM
2083,100.0,91737,DEM
2084,25.0,78602,DEM
2085,100.0,87107,DEM
2086,50.0,84010,DEM
2087,100.0,11572,DEM
2088,100.0,66217,DEM
2089,100.0,13760,DEM
2090,100.0,76107,DEM
2091,200.0,10016,DEM
2092,2300.0,19707,DEM
2093,100.0,11209,DEM
2094,50.0,35901,DEM
2095,500.0,10509,DEM
2096,250.0,91737,DEM
2097,100.0,10530,DEM
2098,125.0,61455,DEM
